mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
551,1,80,10000,171.34895324707,7.0827484130859,-1.0,1000.0,1
551,1,80,10010,171.37641906738,7.1019744873047,-1.0,1000.0,1
551,1,80,10020,171.37504577637,7.1033477783203,-1.0,1000.0,1
551,1,80,10200,171.37413,7.105637,-1.0,1000.0,3
551,1,80,10210,171.376419,7.09877,-1.0,1000.0,3
551,1,80,10220,171.37504577637,7.1047210693359,-1.0,1000.0,1
551,1,80,10300,171.37825,7.096939,-1.0,1000.0,3
551,1,80,10310,171.379166,7.090073,-1.0,1000.0,3
551,1,80,10320,171.3777923584,7.0964813232422,-1.0,1000.0,3
551,1,80,10500,171.37641906738,7.0978546142578,-1.0,1000.0,3
551,1,80,10510,171.37367248535,7.0854949951172,-1.0,1000.0,1
551,1,80,10520,171.37641906738,7.0951080322266,-1.0,1000.0,2
551,1,80,10600,171.38053894043,7.0937347412109,-1.0,1000.0,2
551,1,80,10610,171.37641906738,7.0882415771484,-1.0,1000.0,7
551,1,80,10620,171.375046,7.088928,-1.0,1000.0,2
551,1,80,10710,171.28303527832,7.0690155029297,-1.0,1000.0,1
551,1,80,10900,171.327667,7.075882,-1.0,1000.0,2
551,1,90,60004,171.37641906738,7.0868682861328,-1.0,1000.0,1
