450,8,36866,76514080,126.855694,35.176381,-1.0,3881.0,9
450,8,36866,76514081,126.867157,35.171585,-1.0,1000.0,1
450,8,36866,76514084,126.862959,35.174442,-1.0,1322.0,14
450,8,36866,76514085,126.842453,35.173258,-1.0,1976.0,2
450,8,36866,76514088,126.861117,35.170087,-1.0,1000.0,3
450,8,36866,76514089,126.78241,35.300716,-1.0,1000.0,1
450,8,36866,76514240,126.864936,35.160897,-1.0,2034.0,8
450,8,36866,76514244,126.865895,35.154758,-1.0,4659.0,14
450,8,36866,76514245,126.877733,35.145806,-1.0,3242.0,31
450,8,36866,76514884,126.935217,35.191588,-1.0,2470.0,7
450,8,36866,76514912,126.962146,35.221501,-1.0,1405.0,2
450,8,36866,76514916,126.98349,35.207291,-1.0,1000.0,1
450,8,36866,76514944,127.072618,35.255206,-1.0,3891.0,3
450,8,36866,76514948,127.081139,35.236557,-1.0,1000.0,4
450,8,36866,76515072,126.955956,35.275234,-1.0,1000.0,1
450,8,36866,76515076,127.144467,35.176724,-1.0,1000.0,3
450,8,36866,76515080,126.934113,35.205452,-1.0,1000.0,1
450,8,36866,76530404,126.829624,35.172637,-1.0,4143.0,13
450,8,36866,76530405,126.846061,35.168213,-1.0,1934.0,6
450,8,36866,77529728,127.282204,35.262379,-1.0,1000.0,1
450,8,36866,77529761,127.295704,35.283734,-1.0,1000.0,2
450,8,36866,77529897,127.132797,35.275005,-1.0,1000.0,1
450,8,36866,77529984,127.125383,35.235847,-1.0,15362.0,12
450,8,36866,77530016,127.292366,35.278179,-1.0,1000.0,1
450,8,36866,77530017,127.296486,35.279722,-1.0,1000.0,12
450,8,36866,77530021,127.292713,35.278935,-1.0,1000.0,2
450,8,36866,77530024,127.309696,35.277584,-1.0,1000.0,8
450,8,36866,77530276,126.898842,33.478546,-1.0,1000.0,1
450,8,36866,77546464,127.208305,35.30901,-1.0,1000.0,4
450,8,36866,77546468,127.200564,35.311426,-1.0,1000.0,7
450,8,36866,77546469,127.195029,35.311597,-1.0,1157.0,7
450,8,36866,77546720,127.122673,35.234325,-1.0,1000.0,1
450,8,36866,77562596,127.228001,35.210747,-1.0,4412.0,3
450,8,36866,77562692,127.221016,35.179977,-1.0,14710.0,3
450,8,36866,77562693,126.983696,35.314892,-1.0,1000.0,1
450,8,36866,77562696,127.128062,35.259858,-1.0,2346.0,3
450,8,36866,77562912,127.145721,35.27536,-1.0,1000.0,1
450,8,36866,77562916,127.194383,35.251397,-1.0,14388.0,4
450,8,36866,77562917,127.129044,35.828888,-1.0,1000.0,1
450,8,36866,77562976,127.252979,35.153122,-1.0,1823.0,2
450,8,36866,77563008,127.25257873535,35.136337280273,-1.0,1000.0,1
450,8,36866,77563136,127.664314,34.783432,-1.0,1000.0,1
450,8,36866,77563140,127.521873,34.968231,-1.0,1000.0,1
450,8,36866,77563168,127.355023,35.046412,-1.0,14377.0,3
450,8,36866,77563172,127.388421,35.021789,-1.0,12503.0,3
450,8,36866,77563584,126.898248,35.187882,-1.0,1000.0,31
450,8,36866,77563585,126.897629,35.187405,-1.0,1000.0,31
450,8,36866,77563588,126.902036,35.182397,-1.0,1562.0,19
450,8,36866,77563589,126.901669,35.179565,-1.0,1000.0,10
450,8,36866,77563592,126.905623,35.172841,-1.0,7960.0,8
450,8,36866,77563593,126.899513,35.183559,-1.0,1000.0,1
450,8,36866,77563808,126.912558,35.150079,-1.0,1000.0,6
450,8,36866,77563809,126.912296,35.152786,-1.0,1000.0,4
450,8,36866,77563812,126.907206,35.154042,-1.0,7261.0,9
450,8,36866,77563813,126.906478,35.150922,-1.0,1000.0,7
450,8,36866,77563816,126.910683,35.15234,-1.0,1000.0,1
450,8,36866,77563840,126.919127,35.148851,-1.0,2837.0,8
450,8,36866,77563841,126.919725,35.15358,-1.0,1000.0,6
450,8,36866,77563844,126.924615,35.163055,-1.0,9788.0,19
450,8,36866,77563845,126.920189,35.153227,-1.0,1000.0,21
450,8,36866,77563848,126.410559,34.916707,-1.0,1884.0,3
450,8,36866,77563849,126.913918,35.154873,-1.0,1000.0,1
450,8,36866,77563904,126.932655,35.170761,-1.0,1000.0,1
450,8,36866,77563905,126.937069,35.164033,-1.0,1000.0,6
450,8,36866,77563909,126.93311,35.165232,-1.0,1000.0,2
450,8,36866,77563912,126.915224,35.163875,-1.0,2681.0,8
450,8,36866,77563913,126.933578,35.160999,-1.0,1000.0,1
450,8,36866,77563936,126.928345,35.145359,-1.0,1000.0,2
450,8,36866,77563937,126.930763,35.141598,-1.0,1000.0,1
450,8,36866,77563940,126.92878,35.14571,-1.0,1157.0,6
450,8,36866,77563944,126.93853,35.147205,-1.0,1000.0,1
450,8,36866,77563968,126.922217,35.188463,-1.0,1000.0,5
450,8,36866,77563972,126.925143,35.189579,-1.0,1000.0,8
450,8,36866,77563976,126.921491,35.184613,-1.0,1000.0,3
450,8,36866,77564000,126.929195,35.175426,-1.0,3522.0,4
