mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
438,1,81,10996,58.400349,37.930855,-1.0,1000.0,1
438,1,102,40512,59.12223815918,41.736373901367,-1.0,1000.0,1
438,1,103,40614,59.53010559082,41.77619934082,-1.0,1000.0,1
438,1,105,1633,57.302627563477,38.483047485352,-1.0,1000.0,1
438,1,400,65558,58.401260375977,37.902145385742,-1.0,1000.0,1
438,1,400,65559,58.384780883789,38.083419799805,-1.0,1000.0,1
438,1,400,65560,58.417739868164,38.061447143555,-1.0,1000.0,1
438,1,400,65561,58.388900756836,37.915878295898,-1.0,1000.0,1
438,1,400,65562,58.402633666992,38.049087524414,-1.0,1000.0,1
438,1,400,65817,58.391647338867,37.972183227539,-1.0,1000.0,1
438,1,400,65848,58.349075317383,37.968063354492,-1.0,1000.0,1
438,1,400,65869,58.377914428711,37.966690063477,-1.0,1000.0,1
438,1,400,65872,58.380661010742,37.925491333008,-1.0,1000.0,1
438,1,400,65917,58.382034301758,37.948837280273,-1.0,1000.0,1
438,1,400,65988,58.384780883789,37.944717407227,-1.0,1000.0,1
438,1,400,65998,58.364181518555,37.983169555664,-1.0,1000.0,1
438,1,400,66000,58.339462280273,38.031234741211,-1.0,1000.0,1
438,1,400,66358,58.376541137695,37.966690063477,-1.0,1000.0,1
438,1,400,66407,58.371047973633,37.929611206055,-1.0,1000.0,4
438,1,400,66421,58.398513793945,37.97492980957,-1.0,1000.0,1
438,1,400,66467,58.376541137695,37.944717407227,-1.0,1000.0,1
438,1,400,66468,58.376541137695,37.943344116211,-1.0,1000.0,1
438,1,400,66471,58.376541137695,37.943344116211,-1.0,1000.0,1
438,1,400,66499,58.404006958008,37.939224243164,-1.0,1000.0,1
438,1,400,66502,58.404006958008,37.939224243164,-1.0,1000.0,1
438,1,400,72627,58.055884,38.11295,-1.0,3143.0,2
438,1,400,75577,58.374481,37.928925,-1.0,1000.0,2
438,1,400,75747,58.373794555664,37.929611206055,-1.0,1000.0,6
438,1,400,75748,58.374252,37.927322,-1.0,1000.0,3
438,1,400,75749,58.368301391602,37.947463989258,-1.0,1000.0,1
438,1,400,75750,58.373108,37.927551,-1.0,1000.0,2
438,1,400,75847,58.396111,37.943001,-1.0,1000.0,4
438,1,400,75848,58.392334,37.939568,-1.0,1000.0,4
438,1,400,75849,58.380662,37.929611,-1.0,3168.0,4
438,1,400,75850,58.398513793945,37.941970825195,-1.0,1000.0,2
438,1,400,75851,58.402633666992,37.943344116211,-1.0,1000.0,1
438,1,400,75857,58.376541,37.942657,-1.0,1000.0,2
438,1,400,75858,58.373795,37.939224,-1.0,1000.0,2
438,1,400,75859,58.376083,37.939682,-1.0,1000.0,3
438,1,400,75860,58.382721,37.944717,-1.0,1000.0,2
438,1,400,75861,58.376541137695,37.939224243164,-1.0,1000.0,1
438,1,400,75862,58.376541137695,37.943344116211,-1.0,1000.0,1
438,1,400,75868,58.376541,37.941513,-1.0,1000.0,3
438,1,400,75869,58.369674682617,37.939224243164,-1.0,1000.0,1
438,1,400,75874,58.390274047852,37.928237915039,-1.0,1000.0,1
438,1,400,75894,58.380661010742,38.022994995117,-1.0,1000.0,1
438,1,400,75907,58.382492,37.94838,-1.0,1000.0,3
438,1,400,75908,58.381348,37.944717,-1.0,1000.0,2
438,1,400,75909,58.361434936523,37.961196899414,-1.0,1000.0,1
438,1,400,75910,58.383407592773,37.948837280273,-1.0,1000.0,1
438,1,400,75912,58.376541137695,37.925491333008,-1.0,1000.0,1
438,1,400,75928,58.387986,37.937853,-1.0,2641.0,3
438,1,400,75929,58.345871,37.947006,-1.0,1000.0,6
438,1,400,75931,58.360061645508,37.944717407227,-1.0,1000.0,2
438,1,400,75938,58.372879,37.949753,-1.0,1000.0,3
438,1,400,75939,58.354568481445,37.895278930664,-1.0,1000.0,1
438,1,400,75941,58.36555480957,37.954330444336,-1.0,1000.0,1
438,1,400,75947,58.357315063477,37.958450317383,-1.0,1000.0,1
438,1,400,75957,58.379974,37.941971,-1.0,1000.0,2
438,1,400,75958,58.38295,37.936478,-1.0,1000.0,3
438,1,400,75959,58.377914428711,37.941970825195,-1.0,1000.0,1
438,1,400,75961,58.38752746582,37.936477661133,-1.0,1000.0,1
438,1,400,75967,58.391418,37.938309,-1.0,1000.0,6
438,1,400,75968,58.388901,37.937164,-1.0,1000.0,2
438,1,400,75969,58.326452,37.983184,-1.0,7180.0,2
438,1,400,75970,58.390274047852,37.936477661133,-1.0,1000.0,1
438,1,400,75972,58.388900756836,37.936477661133,-1.0,1000.0,1
438,1,400,75978,58.372421264648,37.93098449707,-1.0,1000.0,1
438,1,400,75981,58.372421264648,37.935104370117,-1.0,1000.0,1
438,1,400,75982,58.364181518555,37.939224243164,-1.0,1000.0,1
438,1,400,76018,58.401604,37.937164,-1.0,1000.0,4
438,1,400,76019,58.395309,37.942429,-1.0,1000.0,3
438,1,400,76021,58.401260375977,37.94059753418,-1.0,1000.0,1
