mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
608,0,31557,48021,-17.4616839,14.7475943,-1.0,500.0,1
608,1,1,19151,-15.734481811523,14.115371704102,-1.0,1000.0,1
608,1,1,19261,-15.855331420898,14.133224487305,-1.0,1000.0,1
608,1,1,20372,-16.698532104492,12.559432983398,-1.0,1000.0,1
608,1,1,33032,-16.576309204102,13.169174194336,-1.0,1000.0,1
608,1,1,33052,-16.738357543945,12.987899780273,-1.0,1000.0,1
608,1,1,33134,-16.739730834961,12.987899780273,-1.0,1000.0,1
608,1,1,33162,-16.739730834961,12.987899780273,-1.0,1000.0,1
608,1,1,36032,-16.73698425293,12.993392944336,-1.0,1000.0,1
608,1,1,36083,-16.739730834961,12.989273071289,-1.0,1000.0,1
608,1,1,49123,-15.6009266,13.57595,-1.0,500.0,1
608,1,2,29771,-16.204147338867,14.206008911133,-1.0,1000.0,1
608,1,2,33041,-15.90065,14.129105,-1.0,1000.0,2
608,1,2,36041,-16.230239868164,14.219741821289,-1.0,1000.0,1
608,1,12,1146,-15.810012817383,16.503524780273,-1.0,1000.0,1
608,1,12,1147,-15.810012817383,16.503524780273,-1.0,1000.0,1
608,1,12,1148,-15.812759399414,16.503524780273,-1.0,1000.0,1
608,1,12,1810,-15.847091674805,16.496658325195,-1.0,1000.0,1
608,1,20,25301,-16.285171508789,15.57243347168,-1.0,1000.0,1
608,1,54,2311,-12.667579,12.584938,-1.0,500.0,1
608,1,101,3,-17.436295,14.666214,-1.0,1000.0,9
608,1,101,1006,-17.426154,14.673336,-1.0,1000.0,37
608,1,101,1007,-17.426926,14.672516,-1.0,1000.0,10
608,1,101,1008,-17.428024,14.673294,-1.0,1000.0,30
608,1,101,1010,-17.433128,14.671326,-1.0,1000.0,12
608,1,101,1011,-17.431595,14.668259,-1.0,1000.0,5
608,1,101,1012,-17.434067,14.669357,-1.0,1000.0,5
608,1,101,1036,-17.438735961914,14.670181274414,-1.0,1000.0,12
608,1,101,1038,-17.435532,14.660568,-1.0,1000.0,3
608,1,101,1039,-17.438735961914,14.659194946289,-1.0,1000.0,1
608,1,101,1040,-17.435989379883,14.660568237305,-1.0,1000.0,1
608,1,101,1075,-17.43576,14.661484,-1.0,1000.0,6
608,1,101,1076,-17.435989379883,14.659194946289,-1.0,1000.0,1
608,1,101,1077,-17.438736,14.661026,-1.0,1000.0,6
608,1,101,1080,-17.434616088867,14.664688110352,-1.0,1000.0,1
608,1,101,1669,-17.42363,14.691238,-1.0,1000.0,3
608,1,101,1670,-17.426376342773,14.689407348633,-1.0,1000.0,1
608,1,101,2011,-17.430746,14.673302,-1.0,1000.0,11
608,1,101,2012,-17.431412,14.673386,-1.0,1000.0,3
608,1,101,2013,-17.43187,14.673386,-1.0,1000.0,3
608,1,101,2021,-17.439423,14.666061,-1.0,1000.0,2
608,1,101,2022,-17.44010925293,14.664688110352,-1.0,1000.0,7
608,1,101,2023,-17.44010925293,14.667434692383,-1.0,1000.0,1
608,1,101,2101,-17.146912,14.671555,-1.0,1807.0,2
608,1,101,2714,-17.438735961914,14.670181274414,-1.0,1000.0,8
608,1,101,5082,-17.438221,14.663486,-1.0,1000.0,8
608,1,101,5083,-17.437362670898,14.660568237305,-1.0,1000.0,1
608,1,101,5084,-17.441483,14.663773,-1.0,1000.0,3
608,1,101,6000,-17.425776,14.6731,-1.0,1000.0,16
608,1,101,6001,-17.429123,14.670868,-1.0,1000.0,2
608,1,101,6002,-17.429398,14.673065,-1.0,1000.0,10
608,1,101,6007,-17.432556,14.667435,-1.0,1000.0,2
608,1,101,6008,-17.433929,14.667435,-1.0,1000.0,2
608,1,101,6009,-17.433635,14.672143,-1.0,1000.0,7
608,1,101,6010,-17.434616,14.668808,-1.0,1000.0,2
608,1,101,6011,-17.434616,14.668808,-1.0,1000.0,3
608,1,101,6022,-17.437362670898,14.666061401367,-1.0,1000.0,1
608,1,101,6023,-17.435989379883,14.666061401367,-1.0,1000.0,1
608,1,101,6024,-17.439651,14.666519,-1.0,1000.0,3
608,1,101,6028,-17.426905,14.673245,-1.0,1000.0,13
608,1,101,6029,-17.143429,14.516964,-1.0,34686.0,6
608,1,101,6030,-17.43049621582,14.670181274414,-1.0,1000.0,2
608,1,101,6038,-17.150573,14.523005,-1.0,33948.0,5
608,1,101,6039,-17.430496,14.669495,-1.0,1000.0,2
608,1,101,6043,-17.431526,14.673271,-1.0,1000.0,4
608,1,101,6044,-17.430954,14.673386,-1.0,1000.0,3
608,1,101,6061,-17.433758,14.671555,-1.0,1000.0,8
608,1,101,6062,-17.434006,14.670334,-1.0,1000.0,9
608,1,101,6063,-17.434224,14.670181,-1.0,1000.0,7
608,1,101,6072,-17.437363,14.666405,-1.0,1000.0,4
608,1,101,6073,-17.436813,14.664688,-1.0,1000.0,5
608,1,101,6074,-17.438461,14.666336,-1.0,1000.0,5
608,1,101,6138,-17.42514,14.673615,-1.0,1000.0,10
608,1,101,6139,-17.428436,14.672928,-1.0,1000.0,2
608,1,101,6140,-17.426165,14.673245,-1.0,1000.0,13
608,1,101,6159,-17.434224,14.666061,-1.0,1000.0,7
608,1,101,6160,-17.433929,14.665375,-1.0,1000.0,2
608,1,101,6161,-17.434959,14.667435,-1.0,1000.0,4
608,1,101,6162,-17.434959,14.665718,-1.0,1000.0,4
608,1,101,6163,-17.435989379883,14.666061401367,-1.0,1000.0,1
608,1,101,6164,-17.434067,14.665237,-1.0,1000.0,5
608,1,101,6255,-17.430588,14.673111,-1.0,1000.0,15
608,1,101,6256,-17.431183,14.670639,-1.0,1000.0,6
608,1,101,6257,-17.434616,14.669724,-1.0,1000.0,3
608,1,101,6258,-17.431869506836,14.672927856445,-1.0,1000.0,4
608,1,101,6259,-17.43187,14.670868,-1.0,1000.0,4
608,1,101,6260,-17.432785,14.671097,-1.0,1000.0,3
608,1,101,7417,-17.437362670898,14.696273803711,-1.0,1000.0,1
608,1,101,7539,-17.427578,14.672928,-1.0,1000.0,8
608,1,101,7540,-17.433586,14.675331,-1.0,1000.0,4
608,1,101,7541,-17.436905,14.679337,-1.0,1000.0,3
608,1,101,7542,-17.42775,14.672928,-1.0,1000.0,2
608,1,101,7543,-17.437363,14.678421,-1.0,1000.0,2
608,1,101,7544,-17.435989379883,14.681167602539,-1.0,1000.0,1
608,1,101,10171,-17.435989379883,14.66194152832,-1.0,1000.0,1
608,1,101,10172,-17.435989379883,14.660568237305,-1.0,1000.0,1
608,1,101,10173,-17.435989379883,14.66194152832,-1.0,1000.0,1
608,1,101,10181,-17.441482543945,14.677047729492,-1.0,1000.0,1
608,1,101,10183,-17.441482543945,14.677047729492,-1.0,1000.0,1
608,1,101,10191,-17.453842163086,14.68391418457,-1.0,1000.0,1
608,1,101,10194,-17.455215454102,14.68391418457,-1.0,1000.0,1
608,1,101,10196,-17.455215454102,14.68391418457,-1.0,1000.0,1
608,1,101,10201,-17.438735961914,14.682540893555,-1.0,1000.0,1
608,1,101,10202,-17.438735961914,14.678421020508,-1.0,1000.0,1
608,1,101,10203,-17.44010925293,14.679794311523,-1.0,1000.0,1
608,1,101,10204,-17.437362670898,14.679794311523,-1.0,1000.0,1
608,1,101,10205,-17.435989379883,14.677047729492,-1.0,1000.0,1
608,1,101,10206,-17.44010925293,14.679794311523,-1.0,1000.0,1
608,1,101,10221,-17.435989379883,14.666061401367,-1.0,1000.0,1
608,1,101,10222,-17.435989379883,14.663314819336,-1.0,1000.0,1
608,1,101,10223,-17.437362670898,14.668807983398,-1.0,1000.0,1
608,1,101,10225,-17.434616088867,14.663314819336,-1.0,1000.0,1
608,1,101,10331,-17.433242797852,14.67155456543,-1.0,1000.0,1
608,1,101,10332,-17.431869506836,14.670181274414,-1.0,1000.0,1
608,1,101,10333,-17.433242797852,14.67155456543,-1.0,1000.0,1
608,1,101,10334,-17.433242797852,14.672927856445,-1.0,1000.0,1
608,1,101,10336,-17.434616088867,14.67155456543,-1.0,1000.0,1
608,1,101,10382,-17.437362670898,14.66194152832,-1.0,1000.0,1
608,1,101,10402,-17.435989379883,14.659194946289,-1.0,1000.0,1
608,1,101,10411,-17.446975708008,14.690780639648,-1.0,1000.0,1
608,1,101,10412,-17.448807,14.689407,-1.0,1000.0,3
608,1,101,10413,-17.446975708008,14.69352722168,-1.0,1000.0,1
608,1,101,10414,-17.449722290039,14.688034057617,-1.0,1000.0,2
608,1,101,10415,-17.449722,14.690094,-1.0,1000.0,2
608,1,101,10416,-17.449722290039,14.694900512695,-1.0,1000.0,2
608,1,101,10441,-17.456588745117,14.703140258789,-1.0,1000.0,1
608,1,101,10444,-17.459335327148,14.711380004883,-1.0,1000.0,1
